Stock Ticker,Beta_1 (SMB),Beta_2 (HML),Beta_3 (RMW),Beta_4 (CMA),Beta_5 (RF)
DELL,-0.3214225326611342,1.3086943575113081,-2.9609672566016507,-3.9388053875761755,0.13955502548312906
KO,-0.007326434105751728,-0.09555797485670799,0.5859107162776144,0.1304092467839877,-0.19096160942363474
CG,1.4971251421886884,1.5334740378876972,1.3744407142952708,-0.20676377772135454,1.1207180308996136
DMIC,-32.95221822705011,-21.48056282148766,4.868831848018282,15.341738636820402,-11.547175126305374
UBSI,0.3149156830025419,6.308249668252348,-0.43171983005572695,-1.437257121667735,-1.3825698247793006
FHCC,-1.4269206096122944,3.1497343808878964,1.9174724085112524,-0.1641342483444134,4.180166060782735
SKS,-0.37199515372373204,6.338311575061085,-5.062114256924739,-2.1347880288921766,-0.9742924207673814
CDN,-4.081123407567941,3.465457280879175,-11.526113525950832,0.438495085670112,-0.35154832559711235
FILE,13.0312802114881,33.75387220338734,0.0,8.36752789795062,-5.049913298384739
CELG,4.335459797414435,-4.235088283315343,-8.380742618072244,0.6495833767428518,5.697140719195219
APW,19.390569814229213,31.827305807819872,6.294575347646157,-13.968805858848887,-10.958927588786558
XRAY,1.2585236593768807,3.1605989215903914,0.2604833318579374,-2.4619198117523013,0.38553955015226976
DCN,-4.897282667182638,6.040261823683167,-8.541304262069913,0.27082902091659683,-2.628421246787046
FAST,0.4478676939485612,3.695777642736214,-1.0139534878922474,-0.21994539658087095,-1.0478366144051454
DTE,-0.7087076997285794,0.9234840858863194,-0.1392089798779605,0.806762261889398,-0.3997991527937979
ALEX,0.3008514147030574,2.8855921130463322,-1.3475333374926335,-2.744115199220753,-0.40772086534522933
DD,-0.8171192527559837,4.199732358603182,-2.3581094600193757,-1.9061406661939477,-0.988481150404278
CBM,10.079225681893163,9.427832727599997,2.0458839592501237,-12.011634675789061,4.2289161710994945
EK,0.2449087398363726,3.4792018300455965,-3.1503693667730284,0.03877811036277766,0.36861374791023666
DS,11.241644751880632,-38.69878257733093,35.411230748652855,-5.095845714084331,-3.8459922565722975
ETN,0.1431651675300475,1.7663507512691687,-1.6155246751900407,-0.25239934447038015,-0.412463767894446
SIVB,-3.6744711350208368,4.276383844671803,-18.28283890033284,-2.339602264229941,3.1998905778068796
XOM,-1.2461108585618923,0.5710669684201033,-0.45173551164698833,-0.4234578152106956,-0.0619512999318181
MGG,0.9679769790960016,5.3069661719396315,-1.9579430493682823,-6.434402714472136,-0.2645684679662942
MXIM,-2.5395819051424344,-0.8944439465360047,-8.635102901164323,0.1865701075627949,-0.37982728087707507
WMI,-0.12973632834125357,0.9173724575506075,-0.7875744530448012,0.3858071643735921,-0.23759160177868682
APCC,-1.6833381119697066,1.2060513313085721,-7.751245130145318,-2.3250301712407486,-0.5792223396801771
BMCS,-13.251854034346726,-90.7956344259154,46.61932397717045,24.86300855816755,-15.123397080417897
BGEN,-2.694288749986568,-0.7138196602313327,-11.947828019585335,6.070261228443909,2.567668806112905
CMCS,-2.925681608295557,4.915072887731047,-7.1570118496943715,-1.6027629366215552,-1.483689489079986
DY,-23.070884065259275,33.631164659205616,-73.3748170352284,17.433050534073477,-9.599262439744939
GMT,0.1665182017079145,5.0758533015192455,-2.746799170071103,-1.5257099306463646,1.8441735445838725
GD,-0.6943418766830494,4.6305093201603444,-1.4541679245139996,-1.569135374385297,-0.01351225888996243
GE,-2.1880550089405557,5.439508202335347,-5.153688897743219,-1.9041268073191058,-0.4027545182829438
NVLS,0.44776021522302545,-0.07917759810260107,-5.5244209735195255,-1.7030870804787932,0.9246556056559836
OLDB,-8.509150808496699,-4.413497731595079,3.0851524628565907,-3.51091712856922,-1.1685619957921065
PBCT,-1.073722654310869,2.083269885362606,-1.850376118785618,0.48089861720280486,-1.1198764317374512
PDE,-2.9535116800307137,4.758952458509284,-3.587691480865668,-5.4027079308506005,0.7464422309827036
GM,-1.143166249467801,3.856425012198747,-3.82571532812253,-0.20065676533127713,3.0980562986897153
GR,-0.5533484370808016,4.575350426510559,-2.908566012576268,-1.7639455781409403,-0.1607727319936787
VISX,-27.53539271757639,-8.670012857282147,16.737383591352895,11.746357242954987,56.31384574279458
HM,-2.6110149023442113,-8.796378024780354,2.9483958679167146,9.816986020974026,-0.9024588465145159
IR,-6.6404178667334115,4.538702726209492,-7.804543720284912,-3.5106158255383226,1.3210178754244313
IBM,-3.078563720388681,1.2544502201086611,-5.136188095219101,-1.6651069801064557,-0.05807107708802399
NAV,-1.4123678303572014,0.28991429621482834,-2.6744649407602044,-0.330411361979614,-0.1904385803103676
MKG,-5.581333601286555,14.07703826875443,-14.005784522832101,-8.665279787309107,2.0655268820134483
IIN,-3.9669461103352126,6.440425865000476,1.3918170794841713,-8.082874920730161,-0.5535722239788533
KSU,12.205784572003235,2.783974173899351,7.182943218693871,-3.5237400100852034,4.454327290732379
KM,5.3960426069745715,12.861422653378023,-2.668723103819048,-18.47078332764759,15.967304054918063
AM,-1.3793368630289204,-8.630027187722764,-0.9111378567651001,-10.27541824673449,6.56204096988646
MAY,-0.8992974900333862,4.625907410790771,-3.6698663857743385,-1.3463023872486213,-0.9399152540644716
MYG,-6.753587745621112,2.698105501818868,-5.053273511114285,2.7142280867689195,-0.27852829458949496
AMSY,-40.49071644808152,-2.530070401064488,20.91963691739317,2.9564290390799575,29.994195388943794
OLN,-4.437346259432362,0.2207712564787356,-10.281607305281353,-7.202705916135866,-13.566369502335368
PCG,-0.9485948580658434,0.21527520484435203,-1.4874938086853637,0.5672818319219458,-0.13396892500599683
PGL,-0.26295869224411356,3.119119064946031,-1.3415578718243408,0.778123867071876,-0.29066895859121417
PEP,-1.2680411947167387,1.657120804747098,-1.4117343797948798,-0.4843724413762514,0.267691074531958
MO,-1.2465277640748673,1.5041086079425277,-1.6999475517389142,0.4697513232959532,0.9207443110037244
P,-5.127814390739696,3.2346141676676243,-3.994198340222239,-3.8495757781581723,1.835448397596658
AMGN,-0.8245902969685779,0.2824951285750143,-3.48948671424016,-0.3004451909835282,-0.9300680867225642
S,0.951415814881862,-1.5361671249603714,1.6185884846846348,0.4477932352231346,-1.380513976382218
ANDW,-6.514147124733586,1.6083338967474516,-13.729740879715925,3.658944236919726,-1.398155868217994
CHV,-4.9531936706972175,7.771854035797687,-5.8093565671536,-4.015138046377111,-0.3452949844989641
AAPL,0.22669143485388984,2.519832997313384,-3.8294413657376314,-6.853983453262987,-0.6776262233995818
SUN,-0.5318942967148224,0.40864637067688453,-0.5833160213545051,0.39324271117749926,-0.5856972399936708
AMAT,0.4210667812803476,0.9889025972378894,-6.535787555617613,-1.3985749022617227,0.6774608103011688
TX,-1.0486615523369522,0.8439489431501113,2.0169025345313094,-2.210423360006163,1.4382520800291727
TKR,0.23525238755687042,6.108028314756048,-3.1165813913354667,-3.54415848008988,-1.3682166208223614
TR,-3.311211958650858,2.8202456686901813,-3.701960077288612,-2.091974831811554,2.3797648074674496
UCL,-0.18132348618551702,5.970269340044477,-3.1563718794812456,-2.844426985915462,-0.6476734463414561
MRO,0.8869062969261124,3.6002392998467325,0.4411048388750897,-3.9312425676150253,0.5606224280696567
UST,-2.061377621088036,1.4236073663380935,-2.861767869805549,1.833307111407081,-0.40567366756051615
VMC,0.3673131796879365,4.900275941886702,-2.684843336825816,-1.2344004396198427,0.4571170004181005
ASBC,-1.9138859009030884,3.939270647857706,-2.248092525359647,-0.3134834669312466,-0.593434441586526
CBS,7.939975309399567,8.837606029160932,2.2322687574158304,-4.17962296976485,0.6092137846645562
Z,-9.821683078688276,8.386775455193757,-9.875866643596128,1.3305115604332598,1.5258952344996872
WWY,-0.41810827163903663,0.006611041740647718,1.7669552053582012,-0.3562333917903204,-0.13270434302089773
ATG,-0.05707603548414394,1.270384085133387,-0.8554905416521712,-0.3846582182330071,0.3794345223985847
TXN,-1.8047575112026004,0.04738772483421087,-9.065912969422238,0.4104353861484154,0.0756688339702381
UK,-19.998149659600582,17.907104274642766,-30.485757331049655,1.5463362891418784,-13.392349583735404
AHP,-7.089297086908596,0.2954726069898633,-2.922162651602445,-1.7062159181283496,-1.8288187059699375
EIX,0.7385087038225713,-0.3921580158725499,-0.354286293346741,1.4690746182512722,-0.5986947113088203
G,-0.8681308062556725,-0.47144487561685555,0.0016994071524483408,0.8886410333739043,-1.3203004937960114
GT,-1.562260267379314,5.984151008470604,-6.727000626830691,-1.5398000693808962,0.8859183999911872
BOH,-2.5016063302122533,5.387816076769439,-2.8025881773575954,-1.9392740036531235,-1.413170389995582
HSY,-0.7845670818651764,1.3072918876113,-0.6096766789736696,0.24293731052936948,-0.5626752249682508
KR,-2.208581309456154,0.9906841128107822,-1.816764939948122,0.49908082801079895,0.7353910115394033
BRR,-16.262978903696315,7.217604059758266,-30.60610032751925,12.93539523203196,-0.7350439050724742
CVS,-1.4270471594255145,2.875244683165896,-1.8877602755690661,1.2783284859723973,-0.06226984973902248
GIS,0.2681725556736629,1.5501178671605305,-0.3244037216936739,-0.8072469408031075,0.09879866565886924
MHP,0.22279123765218917,2.6050752865010627,-0.8314664818395322,-1.2066475851499072,-0.7311102123960845
CCK,-4.5556010194357315,1.5013210568311584,-4.044279251694798,-0.4105763590921683,-2.133627437642017
KMB,-1.0775772326839215,1.870185648943717,0.30590195642667184,0.15402695147783158,-0.40206571993575096
PD,-1.6050876819756765,3.407706019620545,-3.464399376008733,-0.9315579695459236,-1.3315610128314648
UTX,-1.2124945808801906,4.363013256857742,-2.8301915613221356,-2.6231434376939418,-0.1799104179774437
BGG,-3.1429865406641126,2.7678706710562135,0.4441394744364907,-3.4416602289084803,-1.2531747523464687
HPC,1.0442879774701936,8.202897690336572,-2.281413990055579,-5.25317184008049,0.5154876132025624
BMET,0.5263073160270206,3.3973007045151418,0.36346211882264234,-2.474708630639712,0.14739045874355985
PG,0.7075006170494863,0.38089933461321746,0.10069965274760057,0.7806670638616112,-0.6342245883709916
JCP,2.933684727782485,5.797511710379584,-1.102025789759397,-3.4858552187848,-2.0405135294308594
SO,-0.3376791356937059,1.0034707810234402,0.7019003844870244,0.4280694610453617,0.20339080723823955
CAT,-0.8601394085938565,4.591283096486598,-2.4928816446810163,-1.6023614569417235,-0.9226733817653293
PZB,3.596523892756331,3.860563167056345,1.4472447683904373,-3.9612766696127535,-1.3763002593388345
TRW,0.6553388853872334,4.068774895317087,-1.8848982883137877,-2.9415786640723467,-1.2694760225412705
CL,-0.8153009720801547,0.6571606829292116,0.16626524340462315,-1.564931869207157,0.17023609869060022
FMC,0.8195756819224173,2.6463654462317265,2.1296242186260446,-3.0594842571912544,0.6923442642044293
DE,0.06713499134916219,3.402273410907026,-0.5872919662186626,-1.7397669033705605,-0.4966429076177354
BMY,-3.181284335788323,1.2230975904311743,-3.7184908117170745,0.4483344939390579,-0.012387626708364533
WAG,-0.04145151074635033,1.6302105500067265,-0.08712351770634272,0.6014086305836611,-0.5479844839222677
BA,-0.5568911235317341,5.553048955908999,-3.104401363211516,-1.8067226073214255,-0.4185826490119598
UAL,-3.3777847634399754,15.875933356931219,-7.5180983217239135,-7.514461105227758,-0.062116492869751905
VVI,2.828705595765808,5.678648853572045,-1.0623342655029648,-4.1903625815234165,-1.9659630134314596
MTZ,-87.54396491918952,79.9854599116021,-152.5235495923799,-4.7585399023723856,-40.926280401768224
BBRC,-21.475575530170538,-17.806690220502293,1.6364287905494375,20.272545697979567,-13.687890425795956
MEA,-6.58904705273977,5.9613449080481455,-7.826541177907677,-2.0180850476914074,-2.5765693115544024
SNV,-1.8469835034444804,7.15710689241755,-4.5782729224087255,-1.316554097940857,0.1712057323563629
CCB,-9.147333108810704,-2.2133166988286543,-0.7391411627209742,-8.079700372877067,13.845092263497188
ACXM,0.5805527556794225,3.1970870549955457,-4.893796382371061,-1.9041510995275883,-1.7571241599026985
HI,-6.5531696809669135,5.836920464297034,-8.988004559825965,0.5504526995755386,0.7559052854653278
CCBL,42.31198565845962,13.278348828253904,-14.817863508403168,6.005722967217026,-16.783130826794324
CR,1.2542072762747114,4.484174894711565,-2.156782084065936,-3.7079007134342565,2.199181351546556
BDK,-0.14163773494857665,4.844641697833969,-1.2400166039187381,-2.5993308594298035,-1.0607525619054008
ABT,-1.5857586855809098,0.37839499537665516,-1.7864244542314482,0.23145767696272665,0.846368110015392
DOW,1.3404363749565062,7.662682968786874,-2.7026913527684493,-2.822589436292955,-2.0952206981736596
UB,-1.0478162839705805,3.9481541271946177,-3.243736756473234,-0.06923803734282848,-2.1221258659610256
ADAP,13.336674583299708,42.45913839138052,-58.84131137724033,-31.20593938850706,-31.90314775463491
GTE,-14.078366217164694,-4.1584873511437355,3.6450208394354706,-5.380442724670336,-7.022775977882148
AMR,-0.16582074753497356,7.363290519445661,-5.089027301462149,-0.990153615921671,2.081148647449041
LMT,1.2229778139665697,3.428192910011126,1.6342700580064644,-1.8368935043245362,1.4991061952277658
W,-4.999167962253371,9.955235048811048,-5.400555384853917,-4.828008275116348,-2.8075677905976364
NEM,-0.2014327235442474,-0.5276646795525409,0.18472310948079737,0.46027899906629693,-0.623153895508546
WGL,-1.4469664150118864,1.1263120544345389,-0.4693129522072672,-0.5104676606133017,0.38153807141009527
IPL,-0.36536177054477087,2.557226320582057,5.62906125164897,-4.0912120372712195,-2.2784544621061475
CAH,-0.453806606720255,1.8213333882652474,-1.0052887333987848,9.261066510820034e-05,0.4921584373712587
IP,0.2266414469761557,9.328569288627673,-3.1854893226205703,-3.7045045316056697,-2.264853098555602
PE,-1.991207189174754,-5.434657208655683,-1.0990346665048607,6.237481857088529,-0.18675757491479483
REI,6.012604380214562,9.2703696363848,3.69049676035906,-11.015480637440374,3.9202066948983605
IDA,-3.8575884235090103,4.879579125682009,-7.26862127669234,2.738996755937163,1.0594926985231699
PFE,-2.057005534081893,1.966961207143976,-2.0293496853052835,-0.4185560851922027,-0.12711526095591863
CBE,0.12725049140833153,-10.118777078072004,11.694083528444406,0.9932993598393546,-0.18010733848265661
CBSS,-1.720323616759223,3.0582431534949657,-0.8295463815911284,-1.060982839921346,-0.8903786041419435
NSI,-5.58951313770289,-8.48199654889609,1.4239297906449815,4.470120927358799,0.538673950432474
EMR,-2.2249461817334266,2.4502763324698713,-2.6688713656063605,-1.0513504932827777,-0.11795883591443602
JNJ,-0.9546247074879076,0.46744201293119314,-0.3889960091219449,-0.401836319773855,-0.3462994264294301
GLW,-4.4143893410463235,1.2077660113653155,-15.84585221873889,0.23697172401546962,-0.6006473702719292
FPC,-6.667809193281398,0.2204500720539016,-5.239455781756048,1.6094155168792597,-2.6808263136678434
PPG,-0.04682520955369035,2.8211106665361374,-0.8997390420675234,-0.507940302762291,-0.3851259147090776
PPL,-0.716153603849514,2.783408620528812,-0.9981005114381086,-0.47112648263247886,-0.07733220090809315
GPU,-2.7813308016821625,-2.6969433952084336,5.880424473145173,0.0768370811609537,-1.6043884188524766
MMM,0.035401615233107094,0.5558329948408696,-0.08874493177459794,0.03085113886602395,-0.6206089032582529
NCE,9.575324934897168,15.841281415465202,2.9859257170660234,-3.7125070797747903,-6.192502131283079
MRK,-3.731744380165614,0.43173887568327884,-2.109082015755642,0.9751907197627118,0.45247309229479077
MOT,1.2992205091831133,3.6465818709179785,-6.542238889657604,-2.1909127359135114,-2.630056108813528
SLE,-0.2507606914376339,3.423859381153011,-0.5778500335387959,-1.4651326601435346,-0.5237604962463374
DPL,0.48308006121122965,3.258801981643653,-2.346555894721449,-0.5308494982988777,0.6883894117844984
CIN,-0.2819205235118938,3.8713559713361136,-1.4684241320742994,0.7803403130404026,-0.7133394587733232
FE,-1.1825684554587064,1.0394631961269454,0.7102379732213148,0.48155105018523087,0.16500737043234717
HNZ,0.31143572225953187,1.851377131757908,-0.1124796560676441,-1.5147061855066477,-0.03275676849674963
SCG,-0.17093974834163206,0.6804767343538866,-1.7190981134739158,0.37387758597171744,0.4218759634228126
CPL,-1.1910702486506,6.442909117949308,4.477732887291825,2.701987362546731,-10.634272578296537
CMS,-2.9255134832739134,2.728781634698517,0.46822123578981845,-3.8427594987523106,-0.3692437543456943
EAT,0.5840053453625583,5.508954108595494,-0.9677883457120201,-3.4125876246724283,0.16506189854380623
HLT,1.2158346599569938,4.134167254940029,-1.846697568733996,-2.4611543453751534,1.4413726267426974
ENE,-2.431250010964922,-11.900908861286128,5.0998028851355635,5.218357542360775,24.14125242221927
CHIR,-0.11112465617353176,-2.4914179219606174,-1.3698853815347687,-0.18980038299849777,2.197178715651713
CHD,-0.33828859063140543,2.422233823359988,0.9788644140503889,-1.5501534335577205,-0.08087119255525929
CINF,-1.4720025288993615,4.533205153532531,-2.185333059086,0.6722715122834051,-0.27115625584457265
POM,-0.5227085328957077,1.1134893733492666,-0.3164000895378641,-0.15981691082444824,0.1550513634993676
WEC,0.01216017547100922,0.7024532350334942,0.7038762956045734,0.2846220888970718,-0.5699854910700783
AWK,-1.5397164087059927,0.5308062846268846,1.0990910697595528,0.5792348467284042,0.2410599780001512
TXT,1.8925313476658971,9.131158806815366,-3.4478096301618772,-4.617651950234509,-1.304361837809699
CTAS,-2.0674915106815135,4.475843630816669,-2.016187209407389,-2.382084362915051,0.48389993730245545
PEG,-0.6592033717542403,1.1246940554565543,-0.2857626783917678,0.7856591908960046,0.32058660918641385
HAL,-1.9837726500822555,3.9597053049957283,-6.1517837865654,-1.5714596757157415,-1.761323412512667
LGE,-3.916866891284628,13.237954401754429,-20.940899320744293,-3.192646939353239,-10.181235570904489
MDU,0.39515974645254826,2.9229205692117213,-0.6746964650816099,-2.0261655492339083,0.6353010704789555
CZN,-1.2301033534286832,3.955848272817469,-3.4248374006660627,-3.570386236254549,-1.1680542334316777
GP,-3.5727865674513533,1.860600209826762,-5.371776559947446,-0.03712838965897776,0.2473961792157226
CYN,-0.5572290280883548,5.65137203754844,-1.2855068969189833,-1.7751797860529939,-0.6699092099420171
NSP,2.607496929623201,10.80677008796538,4.080743890754663,-1.2377054110456756,-6.103899097045418
ROH,-1.6097167395370888,5.0578395053040985,-5.266268108439103,-2.10708404595163,-2.5790115694873514
CIV,1.9436617451901748,4.066509763766752,11.629483866488806,-6.691962586579161,-1.2924151755503561
ETR,-0.4839081112632952,0.29034884484451917,0.7505901652022299,0.6041583119274145,0.47026026963641365
CCU,-2.2716790013726142,2.3309531790029387,-3.448915123694962,-2.0843705234903345,-0.5608936271887687
WR,-1.5181669443461907,0.8261524573324982,-1.9364925724495574,0.6468192998397121,-0.10011894529485214
NEG,2.0091548860007995,-14.187107074483203,-5.720421807175259,1.2382269814812126,-8.884658793944647
AEP,-1.5212974872484122,2.180710522540782,-1.4386879804456796,2.191098763482743,0.48311308841255396
NMK,0.35165595288796975,2.034416783564734,4.760055263203247,-4.704772839765691,-0.13947419999327088
FPL,-1.0859381211500645,1.1072520561615495,-0.6022328329074333,0.13425143932750608,1.0236289200555673
CEG,-0.7240251134275313,2.761119655314748,-2.390930650436185,0.09095744807095406,-0.20705027005343568
MPL,25.293881588350757,13.807450927425071,-9.289577183268827,-13.634055120962888,-28.819362781278183
MTP,-13.157828312335045,14.66984843696858,-6.21012714472771,-18.397761804615964,1.3501130879539966
ASH,0.30925630021717265,5.171548520909188,-3.488185514675696,-3.5453279018116546,-0.23812262731099434
EQT,-0.9217296113211537,0.5242477258229666,-1.522950680543376,-0.856831474889182,0.955251636886178
KSE,-2.8266785873104547,2.159147555083273,-1.2876518967359492,-0.6312186196239893,0.8455329011532643
KLT,11.771264931852329,22.22265131429128,4.565034843814373,-19.540765993858212,0.2384549762292155
OGE,-1.2112867265926626,3.788208321425837,-1.7331857596442228,-0.19444399716052474,-1.007720053961135
PBI,-0.15650518243471706,1.4209907146260603,-3.2274224491266135,0.6297111781720195,-0.9490918706951683
OAT,-4.872310256737257,-3.155741916594569,2.182197595500118,2.0498496010284355,1.213220662360307
TXU,-2.418486771034829,2.3533927908108176,-2.4757536641736273,0.7158353034178914,-1.6529884886714772
CNB,0.7857485252692034,6.191828380710279,-1.5757394320350697,-3.1062324977036258,-0.45789650127051923
AA,0.7677034748682726,4.626757867967808,-3.6630572127170544,-2.2351270593382853,-0.06609556044277558
NOC,-0.4058872316998875,3.1640275157485176,-0.0765292509306336,-0.12189244930582815,0.37607930700294
WIN,4.392995661046746,5.12011327587235,6.151229117876642,-6.046644528128101,0.6368453155619728
RTN,-1.5143595438936663,1.8286339386222679,0.22910597404443392,1.6471052840917975,0.27550116399101815
AEE,-1.2169089246773503,1.2046136561373317,-1.0505626697375037,0.5283982320062206,-0.17007980177468673
SGP,-4.252724845700944,0.7808881668611007,-2.725642818830159,-1.1296117686631637,-0.13588906596221698
DQE,0.20590469169207662,-2.5855295612466307,2.275300278947963,-0.4169076949962997,1.6294822335395431
CMA,-1.2734667931257622,7.149784890777957,-3.6009415251817933,-0.7367653125098265,-1.0060456594814362
CBSH,-1.4763006046797453,2.4728450333120215,-1.7821849785345503,0.10125126904540674,-0.22008751467007984
HSC,1.3485200718525474,4.477831711516799,-1.2571221548226494,-1.1817611220917565,-1.278084552498323
CPB,-0.9714651587202229,1.9766147194201689,-1.8106417531730956,-0.6756668863532087,-0.7395363260889987
CTCO,-14.97998724148758,-3.5393130654199223,4.132850062145101,5.364749462951725,1.4966683389628093
WHR,1.2658482012534555,6.987606008304958,-3.2599472196507686,-1.3176822482958253,-1.4857023899738373
PSD,-0.9627805103198375,0.8972453013314888,-0.6499638337687019,0.20902477306763323,-0.19039340477713693
CD,0.7552884222112485,5.36039805545072,-4.095523670398878,-3.67440474192842,-2.6529880573984808
HRS,0.7258393918688996,1.9066011225534338,-1.8156403440441313,-1.6916596751502384,-0.6984224040804574
NFG,-0.16851894554053903,2.116872169706822,-0.7201862948517462,-1.040135882865047,0.010821848017668263
KMG,-1.7985431959951785,3.6829772506403264,-1.9792326592628615,-3.8359887805716246,1.3528672018540417
CA,-1.8795510620225888,0.32458366288693485,-5.97664959910634,-2.3298213802872167,0.034528957285789405
F,0.9179504214436377,7.392347457747176,-3.1876389073810207,-1.878013254909461,-2.8762571820833096
DOV,-1.3071807335094918,4.801280149401033,-4.093658304831419,-1.845604556636752,-0.683013189574181
EFU,-4.023130680147018,-0.7573124138228486,-1.306244905469726,0.638644334982396,0.3909834125636384
DAL,-5.218863440627411,9.114374755930049,-9.405943905633055,-2.421043060924497,-1.5766386461109734
LIT,-1.5515405552528085,20.23325287307423,2.8452184447393267,-15.592132398667522,1.1885738185170123
CEFT,2.4022224392470726,3.5280862507574056,3.822989502271973,-8.333270193120844,1.7608298382994843
FLR,0.9674436293406218,0.951093500951122,1.2342339348521707,-0.8841430673556786,0.23463386814533663
DIS,-1.5153297037052516,4.6199646278999635,-3.7345472753916673,-1.4128599861468667,-1.2934076175946128
PRD,0.9864933588256484,-1.7539074065786364,0.4378467698994096,-4.189657726894742,3.9244844357387634
BOL,-0.9199722455501896,-0.8944999462123742,-0.5151376379436501,1.3176339209403363,-1.966761428415432
CDP,12.323916248220268,7.25442502200742,-4.174188929246359,-8.062597859930632,-10.900845420607924
UCU,-1.7082855288178154,-3.6347104032783517,1.4997631631325143,2.839556834318707,4.897058119494347
LTR,-0.5962049642494558,4.9609448884377265,-2.0631972439558433,-1.713129548005669,-0.12279338531190329
K,1.6708013682728688,1.5545261146074756,0.07157705829979046,-0.623407580267021,-0.9518238899055623
VAR,-0.6214988474197951,2.984204585426517,-2.739619175273471,-1.4289833811000632,-0.774051460685599
CSL,-1.1836088861860616,3.578477682800686,-3.89185335892201,-1.868524487736212,-1.3504891913094315
CTB,0.7321788803594436,4.742888762033175,0.41252626359814665,2.109617128845856,-1.148116420260241
R,-0.5359286270821478,4.512113280927781,-0.8297095851580402,-1.5394640053008382,-0.13562989835977404
AVT,-0.20422248033966078,2.75641200897623,-8.370800940769668,2.409129361744141,-0.5095463286497506
IRF,-2.2406330481294505,2.5896931761016213,-13.474041403833041,2.8331035887311575,-1.9755498375440572
PEB,70.44393646152803,73.73305471003297,1.927853892207477,-38.557029517797815,-5.8663913011107764
